"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","ID"
5,3,5,1,1,1,1,3,2,1,1,5,3,1,1,1,1,4,1,5,5,3,5,2,5,5,4,4,2,3,5,2,2,2,1,1,4,4,3,5,4,1,3,5,3,1,4,1,1,2,5,2,1,3,4,1,3,4,4,1,5,3,4,1,1,2,2,4,4,3,2,3,1,1,1,2,3,3,1,2,5,3,3,4,5,5,3,1,5,4,1,4,4,3,4,2,4,5,5,3,5,3,1,1,4,4,4,1,3,2,5,4,5,3,2,4,3,4,3,3,2,4,1,4,4,4,4,2,4,3,2,3,3,3,3,5,2,4,2,2,15,181,63,0,0,0,2,1,0,0,203
5,3,4,2,2,3,1,4,5,3,3,3,3,2,2,2,4,3,3,5,3,3,5,5,3,3,5,5,2,2,4,2,2,1,3,2,5,4,3,5,5,3,1,4,5,3,4,3,2,3,5,1,1,4,3,3,1,4,1,2,5,4,3,1,1,1,4,2,2,2,4,4,5,4,2,3,2,3,4,2,2,2,4,4,3,2,3,2,3,3,1,3,4,1,5,4,3,1,5,3,5,2,3,4,3,2,3,2,3,2,3,3,3,3,3,3,5,2,2,3,5,3,5,4,4,3,3,2,3,3,3,2,3,3,4,2,3,4,3,2,19,163,50,1,1,0,4,0,0,0,204
5,3,3,3,2,3,3,2,5,4,4,2,5,4,5,4,3,1,2,5,1,2,4,2,5,1,4,5,4,2,3,1,2,1,4,3,5,4,3,1,2,5,2,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,4,4,4,1,3,2,1,1,1,4,3,1,2,3,4,1,3,3,2,2,5,2,5,1,4,4,3,2,2,1,1,5,3,5,4,3,1,5,1,4,5,3,3,3,1,1,3,1,3,1,1,4,2,4,3,2,3,4,2,3,4,2,5,1,3,4,2,2,3,3,5,2,3,2,3,3,1,1,2,2,2,2,24,169,51,1,1,0,4,0,0,1,205
5,1,2,4,3,5,5,4,4,3,1,1,1,4,5,3,4,1,5,5,1,1,4,4,3,3,5,4,5,2,1,5,4,1,1,2,2,2,1,4,4,5,3,5,5,1,1,4,4,4,4,3,5,1,4,4,1,1,4,5,5,1,2,3,2,4,5,1,1,1,1,3,4,1,2,4,2,2,5,3,4,5,5,5,3,5,1,1,1,4,4,5,4,4,5,1,1,4,5,3,3,3,2,4,3,4,3,2,3,2,2,3,2,2,3,1,4,2,2,1,5,3,4,4,2,2,3,4,4,5,4,5,3,5,2,3,3,1,1,4,19,160,53,1,1,0,3,1,0,0,206
5,3,5,2,2,5,5,3,4,4,3,1,2,4,4,3,1,1,5,5,5,4,4,1,4,4,2,2,4,4,5,5,3,5,4,4,4,4,2,2,4,5,3,5,3,5,4,5,3,4,1,3,3,3,3,1,1,1,4,5,4,3,3,3,2,1,2,3,3,3,2,2,1,2,3,3,5,5,3,3,3,5,5,5,4,5,3,2,5,3,5,3,4,3,5,3,1,5,5,3,2,3,3,3,3,4,4,2,2,3,3,3,3,4,2,3,2,5,3,3,1,4,2,3,5,3,3,3,3,3,2,3,3,4,1,1,1,3,2,3,25,184,85,3,0,1,4,0,1,1,207
5,3,2,3,3,4,5,3,3,1,4,2,2,3,4,2,4,1,4,5,5,5,5,5,5,5,5,5,5,1,4,5,2,4,1,1,4,2,2,3,2,5,5,4,3,5,4,2,2,4,2,1,2,5,5,2,3,3,4,3,4,2,5,2,3,3,2,5,3,3,1,2,3,2,2,3,5,5,5,4,3,3,4,3,1,3,3,2,3,2,1,5,2,1,5,2,5,5,5,4,2,4,5,1,3,3,2,1,3,2,3,3,4,2,3,4,5,2,4,4,2,3,5,3,4,1,3,4,1,4,4,2,3,4,3,1,2,3,1,5,20,170,62,1,1,0,4,0,0,1,208
5,3,3,2,1,3,2,4,4,1,5,4,5,5,5,3,3,1,2,3,3,4,4,2,3,5,5,3,4,1,3,3,3,3,1,1,2,1,1,3,2,3,3,4,2,1,3,5,1,4,2,3,2,3,5,1,4,5,3,2,5,5,5,1,5,5,2,5,4,4,4,1,2,4,2,3,3,1,4,3,3,2,4,4,1,5,5,2,1,3,5,4,5,5,5,1,3,5,4,3,5,3,2,3,4,1,5,2,3,2,3,3,5,4,3,3,3,2,3,4,3,3,3,4,3,3,4,4,4,4,3,4,2,1,5,2,3,4,1,3,19,170,60,2,1,0,3,0,1,1,209
5,2,4,3,3,4,3,2,5,4,3,5,4,5,4,2,4,2,2,5,1,4,5,3,3,5,3,4,4,3,4,4,4,4,4,3,4,5,3,2,2,4,5,3,2,4,3,3,4,4,1,1,1,5,5,1,1,1,4,4,5,4,3,4,3,1,4,5,4,2,1,4,5,1,2,3,5,3,1,4,4,2,4,5,1,5,2,1,1,4,5,4,4,1,5,2,4,4,5,4,2,4,3,2,4,2,1,1,2,3,2,2,3,2,2,5,4,4,2,3,5,4,4,2,3,2,4,4,2,2,2,4,3,5,1,3,4,2,4,5,21,173,64,1,0,0,3,0,1,1,210
5,4,5,5,5,5,1,4,5,4,3,4,4,4,5,3,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,2,3,2,5,5,5,5,4,4,5,4,5,4,4,5,5,5,4,5,5,4,5,2,2,4,4,3,4,3,4,3,3,5,4,4,5,4,4,5,4,5,4,5,4,5,4,5,4,3,3,5,4,5,4,4,4,2,2,3,4,5,3,4,4,3,5,4,5,3,5,3,4,3,5,4,5,4,5,4,5,3,3,3,4,5,4,5,4,4,23,184,82,2,0,0,3,0,1,1,211
5,4,5,1,2,2,5,5,5,1,1,5,4,4,5,2,5,4,1,5,2,5,5,5,3,3,5,1,3,2,5,1,3,2,1,1,5,5,4,1,1,3,2,5,1,1,3,1,1,3,5,1,1,3,5,1,5,5,1,4,5,3,4,1,2,2,5,5,5,5,5,5,1,2,2,5,5,3,5,3,3,5,5,5,3,5,5,1,5,3,5,5,5,3,5,1,2,1,2,3,3,3,5,4,1,1,5,3,1,2,4,3,5,4,4,4,3,5,5,5,2,1,3,4,4,2,4,3,4,4,4,1,3,2,5,4,5,4,3,2,21,176,55,1,1,0,3,0,1,1,212
5,3,1,3,3,5,1,2,4,2,3,3,2,4,5,5,1,2,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,4,5,5,5,5,4,3,3,5,4,4,3,4,3,5,1,5,2,5,5,5,1,4,1,4,4,5,5,2,1,1,1,1,2,4,4,2,1,3,3,2,3,4,2,3,2,3,5,1,5,5,5,5,5,2,1,3,5,5,5,1,1,1,1,2,5,2,1,1,3,3,3,3,5,2,3,5,5,2,5,5,4,1,3,5,1,4,3,1,1,3,2,2,4,3,4,5,3,3,4,3,3,3,4,4,3,4,20,170,62,1,0,0,3,0,0,0,213
5,4,4,2,3,3,4,5,5,2,5,4,2,2,2,4,3,5,2,5,1,3,5,4,3,3,5,5,4,2,5,3,3,3,3,4,5,4,4,5,5,5,4,5,5,4,5,3,3,5,2,1,1,3,3,3,4,4,5,4,5,4,4,2,2,1,2,3,4,1,1,5,3,1,2,3,3,4,5,5,5,5,5,5,3,5,3,2,1,4,5,5,5,1,5,3,1,5,5,4,1,3,2,5,3,2,3,1,3,4,2,3,4,2,2,3,3,5,2,4,5,3,1,4,3,2,3,3,1,2,4,3,3,5,4,4,3,4,5,4,20,168,69,1,1,0,3,0,1,1,214
4,3,2,2,2,3,3,3,5,4,3,2,2,5,5,4,3,1,2,5,1,3,5,2,3,2,4,4,5,3,4,4,3,3,3,3,4,3,2,5,5,4,5,5,5,4,4,4,2,2,1,1,2,2,3,2,4,4,5,4,4,2,3,3,2,2,3,5,4,3,3,3,3,2,2,3,4,4,3,2,4,3,3,3,2,4,4,2,2,3,1,4,5,2,3,2,2,4,4,4,4,3,2,5,3,3,3,1,3,3,3,3,3,2,3,3,5,3,4,3,4,3,5,3,3,3,3,4,4,3,3,4,2,3,3,3,2,4,3,4,18,173,55,3,1,0,2,0,0,0,215
1,3,2,2,1,1,1,3,1,1,1,5,1,1,1,1,5,1,1,4,5,1,5,3,1,5,1,1,3,4,5,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,3,5,1,1,5,5,1,3,3,1,1,5,4,1,3,1,1,1,1,1,1,5,3,1,3,2,1,3,1,1,1,3,1,3,4,3,5,5,2,2,3,1,3,3,1,3,3,3,3,1,2,5,3,3,3,3,1,3,3,3,3,3,2,3,3,4,3,5,5,4,5,3,3,1,4,5,1,4,1,3,5,3,1,3,1,5,5,5,5,3,3,27,180,80,2,0,0,3,0,0,0,216
5,4,1,1,1,1,1,1,4,5,3,2,1,1,3,1,1,2,1,4,4,2,3,1,1,4,1,1,3,1,2,3,3,2,3,4,4,1,1,4,4,3,1,3,5,3,1,2,1,3,1,1,1,1,3,1,1,4,1,2,4,3,1,1,1,1,3,4,1,1,3,5,1,4,3,3,2,3,3,4,3,1,3,3,1,3,2,2,4,3,3,2,5,1,4,2,1,4,4,3,2,3,3,1,4,1,4,2,3,2,4,4,4,3,3,4,3,2,3,4,2,3,4,3,4,3,4,1,2,3,3,3,3,3,4,5,5,5,2,5,17,163,68,0,1,0,3,1,0,0,217
5,3,4,1,3,2,5,4,3,1,2,3,1,2,4,4,3,2,3,5,1,3,5,5,3,2,5,5,4,2,4,2,3,1,2,1,5,4,3,2,2,5,5,5,1,2,1,4,3,4,3,4,3,3,2,2,2,2,2,5,5,4,5,3,3,2,4,5,3,3,3,1,1,1,2,3,2,5,5,4,3,3,3,4,3,4,4,2,1,3,3,5,5,2,5,5,3,5,5,3,1,3,4,5,3,1,3,2,3,2,3,4,3,2,2,4,3,3,2,4,4,3,4,4,4,3,3,2,2,2,1,5,3,3,4,3,2,2,3,3,19,178,60,1,1,0,2,0,1,1,218
5,4,2,1,3,2,3,4,3,1,1,4,3,1,2,2,1,3,2,5,3,2,5,3,5,5,3,4,5,1,5,2,1,5,2,4,5,4,2,5,5,3,3,5,5,3,4,1,2,4,5,5,1,2,4,1,3,3,5,3,5,4,5,1,1,1,3,1,1,2,4,3,2,2,2,4,5,3,1,3,1,2,4,4,2,3,4,2,5,3,4,1,4,1,2,4,1,4,5,4,5,4,2,5,4,1,2,2,2,2,4,2,4,5,4,4,2,2,1,5,4,5,1,4,5,5,3,1,5,2,4,2,3,2,5,5,5,4,5,3,18,182,70,2,0,0,2,0,1,1,219
5,5,5,1,1,1,2,3,1,1,1,5,2,1,1,1,2,5,1,5,5,5,5,1,3,5,3,3,5,3,5,5,3,4,1,2,5,3,3,1,1,1,5,3,1,3,5,2,1,2,1,1,1,5,5,1,3,5,5,1,5,5,4,1,1,1,3,1,1,1,3,2,1,4,2,1,5,3,5,3,5,1,5,5,3,3,5,3,1,3,3,5,5,1,3,3,3,4,5,2,5,3,5,1,3,3,5,2,2,3,5,3,5,5,3,3,3,3,1,5,5,5,1,3,5,3,3,3,3,5,5,3,2,3,5,5,5,5,3,3,26,192,90,1,0,0,3,0,0,0,220
5,3,4,3,3,4,2,1,3,1,2,5,4,4,2,5,3,1,3,5,3,3,5,3,2,3,4,5,4,3,4,3,3,1,1,1,3,4,1,5,5,3,1,5,3,2,4,3,2,4,2,5,1,5,5,3,1,3,4,2,5,3,5,1,3,2,2,2,3,2,1,4,3,2,3,4,2,2,2,1,2,2,3,5,2,4,4,2,5,4,4,2,4,1,4,2,3,5,5,2,5,3,1,2,3,1,4,2,2,2,4,3,3,4,3,4,3,3,2,4,5,3,1,5,4,3,4,3,4,5,4,3,3,2,3,2,5,4,2,3,18,200,90,2,0,0,3,0,1,1,221
5,3,4,5,1,4,3,3,5,5,4,5,5,5,4,4,3,4,3,5,4,5,5,3,4,3,4,5,4,3,2,3,4,1,4,4,5,5,3,2,1,3,5,5,3,3,4,4,1,5,1,5,3,3,5,3,1,2,5,3,5,4,4,1,2,1,1,2,2,1,1,3,3,4,3,3,3,4,3,5,4,1,5,3,5,5,5,1,3,1,5,1,5,1,5,4,5,5,5,2,5,2,1,1,3,2,5,1,3,5,5,2,3,4,3,1,5,5,2,3,5,5,1,5,3,4,3,2,2,4,2,3,3,1,3,1,3,1,1,5,30,178,71,2,0,0,5,0,0,0,222
5,3,3,2,4,4,3,5,5,3,3,2,1,4,3,3,3,1,1,5,1,3,5,5,3,3,5,5,3,3,3,2,3,1,2,2,3,2,2,1,1,3,3,3,1,1,1,1,2,4,1,1,2,4,2,3,3,4,3,2,3,1,1,1,2,1,2,2,4,2,3,5,5,1,2,2,4,1,4,2,5,3,4,4,1,3,2,2,5,5,4,5,3,1,4,2,1,4,4,5,4,4,2,1,4,1,1,3,3,2,1,5,4,3,4,5,2,3,4,4,5,5,5,4,1,1,3,2,4,1,4,3,3,4,5,2,1,4,2,4,24,153,42,1,1,0,3,0,0,1,223
5,3,3,3,2,3,1,4,2,2,1,4,3,4,2,2,5,2,2,5,1,2,5,3,2,2,4,5,4,1,4,4,5,2,3,2,5,3,2,5,3,5,3,4,2,2,2,3,3,4,5,4,4,5,5,2,2,3,3,3,5,5,5,4,2,1,3,1,3,1,5,5,2,2,2,1,3,2,3,5,5,3,3,5,3,5,4,2,5,5,2,4,5,1,4,3,5,5,5,2,5,4,2,5,2,3,5,2,3,1,3,3,5,3,3,4,4,5,3,4,4,5,3,3,3,3,3,3,5,5,2,2,3,4,4,5,2,5,3,3,20,168,51,0,1,0,3,1,1,1,224
5,3,2,2,3,5,4,4,5,3,4,3,3,2,3,5,2,1,2,5,4,3,4,3,4,5,2,4,3,1,5,2,4,3,1,3,5,4,4,1,1,1,1,2,1,1,2,1,3,1,1,1,1,4,1,1,1,2,4,2,3,1,1,3,1,2,1,1,3,1,2,4,3,2,2,1,2,1,5,2,2,1,3,5,3,4,5,2,5,5,5,5,4,3,3,3,3,5,5,4,5,3,5,3,3,2,2,2,3,2,3,4,4,2,2,3,2,4,4,4,4,5,3,3,3,2,3,1,5,3,2,3,3,4,3,1,2,2,4,2,20,172,56,1,0,0,3,0,1,1,225
5,4,2,3,2,4,4,2,5,2,4,3,4,4,5,5,3,2,2,5,3,3,4,2,5,5,2,4,5,3,5,3,3,4,4,4,5,4,4,2,2,4,4,4,3,2,5,3,3,4,3,3,1,4,2,1,1,2,5,3,5,4,3,1,2,2,2,4,4,2,1,4,2,2,2,3,3,3,4,4,2,3,3,2,4,4,4,2,1,4,5,5,4,1,3,2,3,4,4,3,5,3,3,3,4,3,3,3,2,2,3,2,3,3,2,5,3,3,2,2,4,4,1,4,4,2,3,3,4,3,3,3,3,3,2,4,4,3,4,5,20,176,64,1,0,0,3,0,1,1,226
5,5,5,5,4,3,3,4,5,3,3,5,3,2,3,1,3,3,1,5,3,3,5,1,3,1,5,5,3,1,5,2,1,3,1,1,5,3,3,1,1,1,4,2,1,1,1,1,2,4,4,1,1,5,3,5,5,5,3,3,5,3,5,5,5,3,5,1,2,3,5,3,5,2,2,3,3,4,3,3,5,5,5,5,1,5,3,1,1,1,5,5,5,5,5,1,5,5,5,5,4,3,5,5,3,3,1,3,2,1,3,5,3,3,1,1,5,3,3,4,5,5,3,2,3,3,3,5,5,4,4,3,3,3,3,3,4,3,1,5,25,164,54,1,1,0,3,0,1,1,227
5,2,2,4,3,5,3,2,4,3,3,2,3,5,3,4,4,1,3,5,2,4,3,3,2,4,4,5,5,2,4,5,4,3,3,4,4,4,2,4,4,5,5,5,4,3,4,4,4,4,1,1,2,4,2,1,1,3,3,5,3,1,3,1,1,1,2,1,1,1,3,1,3,3,2,3,2,1,1,1,2,4,3,4,1,5,3,2,1,5,3,4,5,1,4,3,2,3,2,1,2,3,3,4,3,1,2,2,4,3,3,3,3,3,3,4,3,5,2,1,5,5,2,4,3,3,3,5,4,2,2,3,3,2,3,3,2,2,3,2,19,168,68,3,1,0,3,0,1,1,228
4,3,3,5,3,4,2,3,3,1,2,1,2,5,4,4,3,2,3,5,1,2,3,2,5,5,3,3,4,3,3,3,3,2,3,3,3,3,3,4,5,4,3,4,4,2,1,5,3,5,4,4,1,4,2,4,1,2,4,4,5,2,5,3,3,3,4,1,2,1,3,3,3,2,2,4,3,3,4,3,3,3,4,4,3,4,3,2,1,5,5,5,5,1,5,2,2,3,3,3,3,3,3,4,3,2,3,1,3,3,3,3,3,4,2,3,4,3,3,2,3,4,2,2,3,3,3,3,2,4,4,3,3,5,1,1,1,1,1,4,20,157,48,2,1,0,3,0,1,1,229
4,3,4,2,4,1,1,4,3,1,4,2,5,3,3,2,2,3,3,3,1,3,4,1,2,2,3,2,3,3,5,2,1,1,4,2,5,5,2,3,2,1,5,3,2,2,2,2,2,5,2,4,1,5,3,2,1,2,4,2,4,5,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,1,2,1,3,3,3,5,2,4,3,3,3,3,4,4,4,1,5,5,3,3,4,2,5,2,2,5,3,1,4,2,3,3,4,2,4,4,3,4,4,4,1,3,4,3,2,5,4,3,3,1,3,4,4,2,3,1,2,2,4,1,2,2,21,173,73,5,0,0,3,0,1,1,230
5,2,2,5,4,5,5,5,3,1,3,4,3,3,3,3,5,2,3,4,1,3,4,4,4,4,4,4,4,2,4,4,4,4,3,1,4,2,5,2,2,5,4,5,2,1,2,3,3,4,5,1,1,5,4,1,3,5,3,3,5,3,4,2,3,3,2,5,5,2,3,4,2,2,3,3,4,3,4,3,3,2,4,4,4,4,2,2,4,2,5,4,4,2,5,2,2,4,3,2,5,4,5,5,3,2,4,3,2,3,4,4,5,4,2,2,2,4,3,4,3,2,3,4,5,4,4,2,5,5,4,3,3,3,5,4,2,4,2,3,19,173,63,1,1,0,3,0,1,1,231
5,1,3,2,3,2,2,4,5,3,3,1,2,3,5,1,5,1,1,5,4,4,5,5,2,1,4,3,3,1,3,2,4,2,2,1,5,3,4,2,1,3,4,5,4,4,3,2,1,5,5,4,3,4,2,4,5,5,2,3,5,2,5,3,2,1,2,1,4,3,3,3,2,2,2,4,5,4,5,4,4,5,5,5,4,5,5,1,4,3,1,3,5,3,5,5,5,4,5,3,1,5,1,3,4,2,5,2,2,1,5,5,5,1,2,1,5,5,1,5,5,5,5,4,4,2,3,3,5,5,4,5,3,5,5,5,2,5,5,5,19,171,55,0,1,0,3,1,1,1,232
5,3,1,2,4,4,1,2,3,2,2,3,4,5,3,1,4,3,1,5,4,5,5,5,5,5,2,3,3,2,5,1,2,4,4,1,5,4,5,1,1,1,5,5,1,3,1,1,1,5,2,5,1,5,2,3,2,4,2,1,5,1,1,1,1,2,1,2,3,3,5,5,5,1,2,3,2,1,5,5,4,5,5,5,1,4,5,2,3,4,5,5,4,4,5,5,5,4,5,5,5,5,5,3,3,1,2,3,2,3,2,5,4,1,1,1,1,1,2,3,5,5,2,3,1,1,1,5,5,3,3,1,3,4,1,1,3,1,5,4,19,168,60,2,1,0,3,0,1,0,233
4,4,4,2,2,4,3,4,4,4,4,4,4,2,4,3,4,4,1,5,5,5,5,5,4,3,4,4,3,2,3,1,4,1,1,1,4,2,2,4,4,4,1,3,3,2,2,2,2,4,4,1,3,5,5,3,3,3,2,3,4,3,5,2,1,2,4,4,2,1,5,3,3,4,2,4,2,2,2,3,4,4,4,3,1,4,2,3,4,5,1,4,4,2,4,2,4,5,4,2,5,4,2,3,2,2,3,2,3,3,1,3,4,1,4,3,4,3,3,4,4,4,4,5,4,2,3,2,4,3,3,3,3,4,3,2,3,3,3,4,18,165,48,1,1,0,2,0,0,0,234
4,4,4,4,3,2,1,4,5,4,4,2,4,1,3,4,5,1,1,3,1,1,5,5,2,2,5,5,4,2,3,1,1,1,5,4,5,2,5,2,2,1,1,2,1,3,3,1,1,2,2,1,1,4,2,3,3,5,2,1,5,3,5,2,1,3,1,4,4,4,1,5,4,1,2,2,2,3,1,4,5,1,4,4,2,3,3,3,2,5,1,5,4,3,1,1,3,4,4,4,2,3,4,1,4,1,2,2,3,1,4,5,2,4,5,3,4,4,5,4,4,2,2,5,3,4,3,2,2,2,4,4,3,5,4,2,1,1,1,3,18,168,65,1,1,0,4,0,1,1,235
5,3,1,1,1,3,3,3,5,4,2,1,1,3,4,2,4,1,2,5,1,2,5,3,1,4,5,5,3,2,3,5,5,4,1,1,5,1,1,2,3,5,4,4,1,5,2,1,5,2,1,1,3,5,1,3,1,5,1,4,5,1,3,1,1,2,1,2,5,3,1,1,2,2,1,3,1,2,1,2,3,4,2,3,4,5,1,5,1,5,5,5,3,1,3,1,3,4,4,3,5,2,2,5,4,1,3,3,3,3,5,3,5,4,3,3,5,3,2,4,3,3,2,4,4,4,3,3,3,2,3,2,3,3,5,3,3,4,2,3,16,174,64,0,1,0,3,1,0,0,236
1,3,3,3,2,3,5,4,4,3,3,2,4,3,4,2,4,1,1,5,2,3,5,3,3,5,5,5,5,2,5,5,4,5,3,2,5,3,2,3,4,5,2,5,2,5,2,5,2,2,2,2,2,4,4,3,2,5,5,5,5,1,5,1,3,4,5,1,1,1,5,5,1,2,3,4,3,5,1,5,3,2,5,5,4,5,5,1,1,3,5,3,3,5,5,3,5,5,5,2,3,5,3,3,3,1,3,1,3,1,3,4,4,3,3,5,3,3,3,5,1,3,4,4,5,3,3,3,1,3,4,3,2,3,5,5,5,5,5,5,19,171,57,0,1,0,3,1,0,0,237
5,4,4,2,1,3,3,4,3,1,1,5,4,3,2,2,5,3,2,4,3,2,5,5,2,3,5,5,4,2,3,2,2,3,4,1,4,1,5,1,1,4,5,5,2,1,4,2,1,4,4,2,1,5,2,1,2,4,3,2,5,5,5,1,1,5,1,5,1,4,3,3,5,3,2,2,5,4,4,4,3,1,5,5,4,2,2,1,5,2,1,5,4,2,5,3,5,4,5,2,5,3,4,1,3,1,3,1,2,3,3,4,4,5,3,3,5,4,3,5,2,3,4,4,4,3,4,1,5,4,2,2,3,3,5,3,4,4,2,3,18,173,64,3,1,0,3,0,0,1,238
5,2,2,1,2,2,3,4,2,1,1,5,3,2,3,2,4,1,1,5,5,4,5,5,3,4,5,5,3,2,3,2,3,2,2,2,4,2,4,2,1,1,2,5,1,1,2,1,1,3,2,1,1,2,2,1,3,5,3,3,5,1,3,3,1,2,2,4,2,2,2,4,2,3,3,4,3,3,5,2,2,3,3,2,2,4,4,2,3,2,1,3,2,2,4,1,2,4,3,2,4,3,3,4,3,1,3,2,4,2,4,3,5,3,3,4,4,2,4,5,4,3,3,4,3,2,4,3,3,2,2,2,3,1,5,4,3,5,4,4,19,157,48,2,1,0,2,0,0,1,239
5,3,4,2,1,5,2,2,4,1,3,3,3,4,4,4,2,2,4,5,1,3,5,3,3,3,4,4,2,1,4,4,2,4,1,2,3,1,3,4,2,4,4,3,2,3,2,4,2,3,3,2,3,2,4,3,1,4,3,4,4,3,4,5,4,3,4,5,5,3,5,3,4,3,2,3,4,3,2,3,2,1,3,3,2,3,3,2,5,2,5,3,4,1,3,2,4,5,4,2,3,4,2,2,3,3,4,3,3,2,2,4,5,4,3,4,3,4,4,5,4,4,5,3,4,3,3,3,4,3,3,3,2,3,4,4,3,4,2,4,21,173,59,1,1,1,3,1,0,0,240
3,4,2,1,1,1,1,2,3,2,1,2,2,2,2,2,1,2,1,3,3,3,5,3,3,4,5,5,4,3,4,3,3,5,2,2,5,5,4,2,2,1,3,3,2,4,5,3,1,3,1,1,1,5,5,2,3,2,3,2,4,5,3,2,3,2,3,3,3,3,5,3,2,3,1,3,4,1,2,1,3,1,3,4,1,3,5,3,3,3,5,3,3,2,3,2,2,3,3,3,5,4,3,1,4,1,4,2,3,1,3,4,3,3,4,2,4,3,4,3,2,3,2,4,3,3,3,3,2,2,2,2,3,2,1,4,3,2,3,4,21,180,80,1,0,0,4,0,0,0,241
5,4,2,1,1,3,5,3,3,1,2,5,3,3,3,3,2,1,4,5,3,3,4,4,4,5,4,3,3,2,4,3,4,4,4,5,4,3,1,2,1,2,2,5,3,5,4,3,1,2,1,1,2,5,3,1,5,5,3,4,5,3,5,2,4,5,2,5,5,5,3,4,4,2,2,4,4,2,4,2,5,3,4,3,4,2,3,1,4,5,3,4,4,1,5,1,5,5,4,2,4,3,1,4,4,2,3,1,2,4,4,3,4,3,4,4,4,5,4,3,5,1,2,5,4,5,4,3,4,3,5,3,3,5,5,4,3,4,3,5,18,180,60,1,1,0,3,1,0,0,242
3,3,3,2,1,2,5,5,4,1,1,1,1,2,2,1,4,1,3,5,1,5,5,4,4,2,3,2,2,1,3,3,3,2,1,1,4,3,4,2,1,4,1,5,2,2,1,5,4,3,2,2,2,2,2,2,2,5,2,5,5,1,2,2,2,2,4,3,3,3,2,5,1,1,1,3,4,5,5,4,5,1,5,5,1,5,2,1,3,3,5,4,5,1,5,1,3,3,4,3,2,3,2,5,4,3,3,1,3,4,3,3,4,3,4,2,4,4,2,4,3,4,4,4,3,1,3,3,1,3,4,3,2,5,4,3,3,4,3,3,21,175,63,0,1,0,3,1,0,0,243
5,3,2,1,2,4,5,5,5,1,4,1,2,4,5,4,3,1,2,5,2,4,2,2,4,4,4,3,4,2,2,4,5,2,4,1,4,3,2,5,3,5,2,5,5,1,1,2,2,2,1,1,4,2,1,4,3,2,5,3,2,1,1,3,1,2,4,1,2,2,1,5,4,1,2,4,4,4,5,5,5,3,5,4,2,3,4,4,5,3,2,5,5,5,4,1,4,4,4,5,2,4,4,3,2,1,1,1,4,1,1,5,4,1,1,4,2,2,2,2,5,5,5,2,3,3,3,4,5,1,4,4,3,5,1,2,1,1,2,5,17,178,70,0,1,0,3,1,0,0,244
5,3,5,2,4,3,5,5,5,2,3,2,3,3,4,3,5,2,1,5,5,5,5,4,2,1,5,5,2,1,4,1,5,2,1,1,5,1,1,3,1,5,1,3,3,1,1,1,1,2,1,1,1,2,3,1,5,5,1,4,5,1,5,5,3,3,2,5,4,5,3,5,4,2,2,3,2,3,5,1,3,3,4,4,3,4,2,3,2,3,1,2,4,1,5,3,1,5,4,2,5,3,2,1,3,1,3,2,4,1,3,4,4,1,3,3,3,3,5,1,5,3,3,4,2,1,4,1,5,2,3,3,4,3,2,1,1,4,2,3,20,160,46,0,1,0,3,1,0,0,245
